"school_id"|"name"|"address"|"country"|"city"|"county"|"postcode"|"tel"|"fax"|"website"|"email"|"schooltype"|"si"|"sp"|"ra"|"pupilno"|"boarderno"|"boarderage"|"lastupdate"|"staffid"|"remarks"|"lat"|"lng"|"childvisaage"|"case"|"case"|"case"|"loginname"|"loginpassword"|"keyword"
47|"Chase Academy"|"St. John's Road"|"UK"|"37"|"Staffordshire"|"WS11 3UR"|"1543 501 800"|"1543 501 801"|"www.chaseacademy.com"|"info@chaseacademy.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|312|98|"10-18"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
48|"Cheltenham Ladies' College (The)"|"Bayshill Road"|"UK"|"15"|"Gloucestershire"|"GL50 3EP"|""|""|"www.cheltladiescollege.org"|""|"Girls"|"Independent School"|"Senior"|"Christian"|872|654|"11-18"|"20120806190152"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
49|"Chichester College"|"Westgate Field"|"UK"|"41"|"West Sussex"|"PO19 1SB"|""|""|"www.chichester.ac.uk"|""|"Co-Ed"|"Further Education College"|""|""|0|0|""|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
50|"Chilton Cantelo"|""|"UK"|"35"|"Somerset"|"BA22 8BG"|"+44 (0)1935 850555"|"+44 (0)1935 850482"|"www.chiltoncanteloschool.co.uk/"|"info@chiltoncanteloschool.co.uk"|"Co-Ed"|"Independent School"|"All"|"Inter denominational"|320|115|"7-16"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
51|"Christ College"|""|"UK"|"54"|"Powys"|"LD3 8AF"|"+44 (0)1874 615440"|"+44 (0)1874 615475"|"www.christcollegebrecon.com"|""|"Co-Ed"|"Independent School"|"Senior"|"Church in Wales"|320|220|"11-18"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
52|"Christ's Hospital"|""|"UK"|"41"|"West Sussex"|"RH13 0YP"|"1403 211 293"|"1403 211 580"|"www.christs-hospital.org.uk"|"enquiries@christs-hospital.org.uk"|"Co-Ed"|"Independent School"|"All"|"Church of England"|820|750|"11-18"|"20120806190152"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
53|"City of London Freemen's School"|"Ashtead Park, Park Lane"|"UK"|"39"|"Surrey"|"KT21 1ET"|"1372 277933"|"1372 276165"|"www.clfs.surrey.sch.uk"|""|"Co-Ed"|"Independent School"|"All"|"Non denominational"|885|50|"13-18"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
54|"Cobham Hall School"|"Cobham"|"UK"|"22"|"Kent"|"DA12 3BL"|"1474 823371"|""|"www.cobhamhall.com"|"enquiries@cobhamhall.com"|"Girls"|"Independent School"|"Senior"|"Inter denominational"|176|83|"11-18"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
55|"Cranbrook School"|""|"UK"|"22"|"Kent"|"TN17 3JD"|"1580 711800"|"1580 711828"|"www.cranbrookschool.co.uk"|""|"Co-Ed"|"Stabis School"|"Senior"|""|720|250|"13-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
56|"Concord College"|"Acton Burnell Hall"|"UK"|"34"|"Shropshire"|"SY5 7PF"|"1694 731631"|"1694 731389"|"www.concordcollegeuk.com "|"theprincipal@concordcollegeuk.com"|"Co-Ed"|"Independent School"|"All"|"Non denominational"|403|375|"12-18"|"20120806190149"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
57|"d'Overbroeck's College"|"The Swan Building, 111 Banbury Road"|"UK"|"32"|"Oxfordshire"|"OX2 6JX"|"1865 310000"|"1865 552296"|"www.doverbroecks.com"|"sixthform@doverbroecks.com"|"Co-Ed"|"Independent College"|"Senior"|"Non denominational"|430|158|"16-19"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
58|"Dallam School"|"Haverflatts Lane"|"UK"|"9"|"Cumbria"|"LA7 7DD"|"15395 65165"|"15395 65175"|"www.dallam.eu"|"enquiries@dallam.eu"|"Co-Ed"|"Stabis School"|"Senior"|""|790|58|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
59|"Downside School"|"Stratton on the Fosse, Radstock"|"UK"|"35"|"Somerset"|"BA3 4RJ"|"1761 235100"|""|"www.downside.co.uk"|"admin@downside.co.uk"|"Co-Ed"|"Independent School"|"All"|"Roman Catholic"|425|356|"9-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
60|"Dulwich College"|"Dulwich Common"|"UK"|"26"|"London & Greater London"|"SE21 7LD"|"20 8693 3601"|"20 8693 6319"|"www.dulwich.org.uk"|""|"Boys"|"Independent School"|"Senior"|"Church of England"|1743|120|"10-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
1005|"Dudley College"|"The Broadway"|"UK"|"Dudley"|"West Midlands"|"DY1 4AS"|""|""|"www.dudleycol.ac.uk"|""|"Co-Ed"|"Further Education College"|""|""|0|0|""|"20120806190150"|""|""|0|0|17|"Y"|"Y"|"Y"|""|"***********************"|""
61|"Durham School"|""|"UK"|"13"|"County Durham"|"DH1 4SZ"|"191 386 4783"|"191 383 1025"|"www.durhamschool.co.uk"|"enquiries@durhamschool.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|477|101|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
62|"Etherton Education"|"Marlands, Sampford Arundel"|"UK"|"35"|"Somerset"|"TA21 9QU"|""|""|"www.ethertoneducation.com"|"info@ethertoneducation.com"|"Co-Ed"|"Summer School"|""|""|140|140|"13-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
63|"Farringtons School"|""|"UK"|"22"|"Kent"|"BR7 6LR"|"20 8467 0256"|"20 8467 5442"|"www.farringtons.org.uk"|""|"Co-Ed"|"Independent School"|"All"|"Methodist"|296|44|"11-17"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
64|"Finborough School"|"The Hall, GT. Finborough"|"UK"|"38"|"Suffolk"|"IP14 3EF"|"1449 773600"|"1449 773601"|"www.finborough.suffolk.sch.uk"|"admin@finborough.suffolk.sch.uk"|"Co-Ed"|"Independent School"|"All"|"Non denominational"|251|56|"6-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
65|"Focus International Overseas Student Service"|"Rua do Campo No.117,"|""|"0"|"Hampshire"|""|"853 2837-3809"|""|"www.focus.com.mo"|""|""|""|""|""|0|0|""|"20120806190152"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
66|"Focus International Overseas Student Service"|"Rua do Campo No.117,"|"Macau"|"Edf. Mei Mei"|"2 Andar"|""|"853 2837-3809"|""|"www.focus.com.mo"|""|"Co-Edu."|""|""|""|0|0|""|"20121213113508"|"AA00032"|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
67|"Framlingham College"|"College Road"|"UK"|"38"|"Suffolk"|"IP13 9EY"|"1728 723789"|""|"www.framcollege.co.uk"|""|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|417|279|"13-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
68|"Fulneck School"|"Fulneck"|"UK"|"49"|"West Yorkshire"|"LS28 8DS"|"113 257 0235"|"113 255 7316"|"www.fulneckschool.co.uk"|"enquiries@fulneckschool.co.uk"|"Co-Ed"|"Independent School"|"All"|"Moravian"|400|69|"8-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
69|"Gloucestershire College"|"Princess Elizabeth Way"|"UK"|"15"|"Gloucestershire"|"GL51 7SJ"|""|""|"www.gloscol.ac.uk"|""|"Co-Ed"|"Further Education College"|""|"Non denominational"|3000|0|"N/A"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
70|"Godolphin School"|"Milford Hill"|"UK"|"44"|"Wiltshire"|"SP1 2RA"|""|""|"www.godolphin.org"|""|"Girls"|"Independent School"|"Senior"|"Church of England"|450|155|"9-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
71|"Gordon's School"|"West End"|"UK"|"39"|"Surrey"|"GU24 9PT"|"1276 858084"|"1276 855335"|"www.gordons.surrey.sch.uk"|"info@gordons.surrey.sch.uk"|"Co-Ed"|"Stabis School"|"Senior"|""|650|200|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
72|"Grantham College"|"Stonebridge Road"|"UK"|"25"|"Lincolnshire"|"NG31 9AP"|""|""|"www.grantham.ac.uk"|""|"Co-Ed"|""|""|""|0|0|""|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
73|"Gresham's School"|"Cromer Road"|"UK"|"28"|"Norfolk"|"NR25 6EA"|"1263 714500"|"1263 712028"|"www.greshams.com"|"reception@greshams.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|764|348|"13-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
74|"Gresham's School"|"Cromer Road"|"UK"|"28"|"Norfolk"|"NR25 6EA"|"1263 714500"|"1263 712028"|"www.greshams.com"|"reception@greshams.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|764|348|"13-18"|"20121213114603"|"AA00032"|"[24 Aug 2012]
 Gresham’s will be offering solely the IB in the Sixth Form from September 2015. The switch to IB only will coincide with the opening of our new Sixth Form Centre for Sept 2015, which is a considerable investment for the School.
 
More information can be downloaded from this website: http://www.greshams.biz/flipbooks/sixthform/sthef/index.html 

Up until September 2015 Gresham's will continue to offer both A Levels and the IB Diploma Programme. The school will still be actively recruiting pupils for A Levels in September 2014.
 

*********************************************
 
HTS"|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
75|"Guildford College Group"|"Stoke Park Campus, Stoke Road"|"UK"|"39"|"Surrey"|"GU1 1EZ"|""|""|"www.guildford.ac.uk"|""|"Co-Ed"|"Further Education College"|"All"|""|0|0|"Host family only"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
76|"Kelly College"|""|"UK"|"11"|"Devon"|"PL19 0HZ"|"1822 813100"|"1822 612 050"|"www.kellycollege.com"|"admissions@kellycollege.com"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|353|88|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
77|"Kent College, Canterbury"|"Whitstable Road"|"UK"|"22"|"Kent"|"CT2 9DT"|"1227 763 231"|"1227 787 450"|"www.kentcollege.com"|"enquiries@kentcollege.co.uk"|"Co-Ed"|"Independent School"|"Senior"|"Methodist"|479|186|"7-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
78|"Keswick School"|"Vicarage Hill"|"UK"|"9"|"Cumbria"|"CA12 5QB"|"1768 772605"|"1768 774813"|"www.keswick.cumbria.sch.uk"|"admin@keswick.cumbria.sch.uk"|"Co-Ed"|"Stabis School"|""|""|1070|50|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
79|"Kilgraston School"|"Bridge of Earn,"|""|"0"|"Cumbria"|"PH2 9BQ"|"1738 812 257"|"1738 813 410"|"www.kilgraston.com/"|"headoffice@kilgraston.com"|"Girls"|"Independent School"|"All"|"Roman Catholic"|317|126|"8-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
80|"Kimbolton School"|"Kimbolton"|"UK"|"6"|"Cambridgeshire"|"PE28 0EA"|"1480 860505"|"1480 861763"|"www.kimbolton.cambs.sch.uk"|"registrar@kimbolton.cambs.sch.uk"|"Co-Ed"|"Independent School"|"Senior"|"Non denominational"|959|55|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
81|"King Edward's School"|"Petworth Road, Witley"|"UK"|"39"|"Surrey"|"GU8 5SG"|"1428 686700"|"1428 685260"|"www.kesw.org"|"admissions@kesw.org"|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|400|267|"11-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
82|"King's Bruton and Hazlegrove"|"King's Bruton"|"UK"|"35"|"Somerset"|"BA10 0ED"|"1749814200"|""|"www.kingsbruton.org.uk/"|""|"Co-Ed"|""|""|"Anglican"|0|0|""|"20120806190152"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
83|"King's College, Taunton"|""|"UK"|"35"|"Somerset"|"TA1 3DX"|"1823 328 200"|"1823 328 202"|"www.kings-taunton.co.uk"|""|"Co-Ed"|"Independent School"|"Senior"|"Church of England"|438|275|"13-18"|"20120806190150"|""|""|0|0|18|"Y"|"Y"|"Y"|""|"***********************"|""
